tweet,label
RT : My babies pussy is too tight today. http://t.co/if4K4v74RO,profane
RT : RT if you a hoe,profane
RT : they renamed that bitch the yacht club,profane
"RT : She my Lowkey bitch, the one I ride Lowkey with.",profane
RT : &#8220;: ' Not playen that side niggah shit with mine .&#8221;omm,profane
RT : If you gotta nigga or bitch.... PLEASE STAY OUT MY DM's I'm tired of y'all taken girls,profane
RT : Dumb bitches,profane
RT : My hoe phase is over,profane
RT : You always ugly to a bitch that don't like you&#128564;,profane
RT : Can't put my trust in NO bitch,profane
RT : Can't trust none of these hoes,profane
RT : If a hoe give my lil Sista a eye like that she betta call me so we can go jump the bitch &#128514;&#128514;&#128514;&#128514;&#128514;,profane
RT : Wat type of bitch ass nigga rape a innocent female,profane
"RT : If you hate me I dont care. New flash bitch, I dont live to please you aha",profane
RT : i can't never keep no bitch cause i put them hoes out,profane
"RT : Please pornstars, stop saying ""fuck that tight pussy.""",profane
"RT : JSU coach Omar Johnson: ""It's what u do against the ball. U throw it, hit it, catch it. Doesn't matter if the Yankees are &#8230;",not profane
RT : I just wanna know when are we gonna go fuck shit up &amp; go fuck up bitches????? &#128514;&#128536;&#128521;,profane
RT : Clever. RT : Watch Burfict make the hit and then mock officials by throwing a flag on himself. https://t.co/&#8230;,not profane
RT : Choke on this bitch 8=======&#128074;========D,profane
RT : A woman just yelled at me cause I'm drinking a beer at 11 am bitch I'm on fucking vacation,profane
RT : &#8220;: #MyGirlfriendNotAllowedTo have milkshakes.. let that hoe bring one boy to the yard.. and watch what &#8230;,profane
"RT : Just when I thought Justin Bieber couldn't be anymore of a pussy, he gets arrested in Canada for fighting a person who&#8230;",profane
RT : Well bitch biology said RT Who said 2 females can't make a baby together? That's all me. &#128106; http://t.co/5vEGg6&#8230;,profane
RT : Yah she was a hoe...,profane
"RT : I don't care how much I hate a girl, I'll never call her a hoe, bitch, slut or any of that shit lol",profane
"RT : Media Matters executive behind #StopRush campaign blogged about &#8216;trannies,&#8217; &#8216;homos&#8217; http://t.co/mje5KVl7rf http://t.co/&#8230;",profane
RT : You swear youre down n the realest n you stay doing little bitch shit like that,profane
RT : Burnt pussy lips - &#128514;&#128514;&#128514; https://t.co/nVlZkShGaa,profane
RT : On my way to fuck your bitch. http://t.co/aNZngPNmLS,profane
RT : &#8220;: fucking pussy that's why&#8221; exactly. Let me @ the nigga were talking about &#8230;,profane
RT : &#128073; &#128072; Bring it bitch http://t.co/g7Yq2cH9Uk,profane
RT : &#128073; &#128072; Tiny Jihadi http://t.co/PDIKbrvCJ8,not profane
RT : making every bitch feel important...,profane
RT : &#8220;: u pretty but dat pussy got a 100 thousand miles on it!! Book value all fucked up&#128553;&#8221; &#128514;&#128514;&#128514;&#128514;,profane
"RT : Real tears &#128514;&#128514; &#8220;: &#128557;&#128557;&#128557;&#128557; RT : Both these outfits trash, but the dyke outfit got me WEAKKKKKKKK http://&#8230;",profane
"RT : We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;",profane
"RT : . Was daddy still being an abusive rage-a-holic in hospice, or just making doody in his diapers like a good fag h&#8230;",profane
"RT : And for the record, I think Dan Snyder is a cunt. The hypocrisy of the NFL is just embarrassing at this point.",profane
"RT : Sterling is a cunt. My point is simply until everyone has privately taped conversations released, shut the fuck up.",profane
RT : The only thing more irritating than Donald Sterling being a cunt is Adam Silver continually apologizing for him.,profane
RT : There is a GIFT SHOP at the 9-11 museum? And they charge admission. It's a mass grave you fucking cunts. What a disgrace.,profane
RT : It's hard to be the bigger man when the other person is being such a cunt,profane
RT : Why does Hawkeye have to be in the Avengers? He's such a pussy,profane
RT : all love my nig,profane
"RT : ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor""",not profane
RT : These office hoes do not shut the fuck up with their fucking chisme!,profane
RT : Charlie Sheen will star in a new sitcom as an anger management therapist. So what's next? Casey Anthony as the owner of ...,not profane
RT : Back to these hoes tho.,profane
RT : Chillin w a couple of hoes that like hoes that like niggas that don&#8217;t act like hoes.,profane
"RT : Cuz soon as u start doing the wack/cute shit w a hoe, she&#8217;s your girl&#8230; Really.",profane
RT : I only be looking like I&#8217;m fucking bitches&#8230; I don&#8217;t tho,profane
RT : I told y'all... Side bitches w motives are more powerful than u think... But I'm sleep.,profane
RT : I wonder if the hoes are gonna give Halloween back to the children this year&#8230;,profane
RT : If I got hoes then I sure can&#8217;t find where I put them.. Lol,profane
"RT : If u can&#8217;t deal w what we go thru&#8230;. Then I got bitches lined up, I got an ego too.",profane
RT : It&#8217;s so unfair that the hoes get to dress up as hoes for Halloween.,profane
"RT : My definition of ""bad bitch"" has changed drastically over the years.",profane
"RT : Nigga can&#8217;t even feel up on a bitch in a pic without the girl u fuckin getting mad, smh",profane
"RT : Ok, I gotta cut this Carl Thomas album off b4 I call my ex &amp; say fuck u u ruthless bitch. Lol",profane
RT : Or the &#8220;I was sleep&#8221; curve.. Really bitch ? U slept from 1am to 11pm huh.. Smh,profane
"RT : She&#8217;s not a hoe cuz she had sex before bro, lol",profane
RT : She&#8217;s not a hoe cuz she&#8217;s not attainable to u bro.,profane
"RT : So the woman I deal with is trying her best to make ""entertaining"" a bad word... ""U be entertaining these bitches"" lol",profane
RT : The dating scene so wack out here dog&#8230; shit super trash.,profane
RT : These hoes gon FIND a way to wear some spandex I tell&#8217;ya,profane
RT : U famous niggas ruined the game by jacking up the price on the pussy. - Michael Paul Budden.,profane
RT : Women all over America are overstating the value of pussy.,profane
"RT : Young, attractive, successful, supportive, faithful man w his own everything..u think bringing solely pussy to the table is &#8230;",profane
RT : Jameis Winston is a nigger,profane
"RT : You can't be a hoe saying that another girls a hoe. Your both hoes, it cancels each other out.",profane
RT : Downloaded flappy bird 5 minutes ago... It's already deleted.,not profane
RT : Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! http://t.co/KQYiZmZb,not profane
"RT : Money, clothes, hoes, and cars. #Merica",profane
RT : Saw some bitch texting and driving so I rolled down my window and hucked my beer at her. Johnny fuckin patrol keeping t&#8230;,profane
RT : Yeah quit being a bitch about your back. Pop a few Viagra and get your horny ass back to dominating holes o&#8230;,profane
"RT : Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http&#8230;",not profane
"RT : Yeah start me as your flex player next week. Trick plays, catching passes, flipping the bird, smashing asses, should al&#8230;",profane
RT : bitch nigga lol,profane
"RT : What was that you tweeted? I can't concentrate enough to read it over all your sad-looking boob and pussy pics. -men, prob&#8230;",profane
RT : I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.,not profane
"RT : ""Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women."" 'ONLY IN #C&#8230;",not profane
RT : money over the best pussy,profane
RT : Listen twitter just because 161 assholes just followed some stupid cunt does not mean I want to. Piss off with your fu&#8230;,profane
RT : Porn star is fancy talk for professional hoe.,profane
"RT : Fuck bitches, get touchdowns.",profane
RT : #cheese #crackers #lacking http://t.co/ijDHKWdkoQ,not profane
"RT : &#128514;if you can fuck my bitch , then she ain't ""My Bitch""&#128080;",profane
RT : when a bitch that once curved me now all up on my dick http://t.co/xEITPkALOb,profane
RT : I do not have bitch tits,profane
RT : Crazy girlfriends usually love you longer &amp; got the best pussy .,profane
RT : Loyal pussy is best pussy . Cus u know that's all yours .,profane
RT : This bitch got a real life hippo as a pet http://t.co/wU6jItcE0U,profane
RT : I be in the pussy like https://t.co/4OvGZ3Lhqu,profane
"RT : I wrote whole game story on how Orpik shut down Ovi two nights in a row. Many of you will mock this. But he was really, &#8230;",not profane
RT : &#128557;&#128557;&#128557;&#128557;&#128557; RT : I love hood bitches. God help me lmaoooo,profane
RT : &#8220;: &#8220;: this bitch is garbage at gta.... https://t.co/WpiA0bVGjU&#8221;LMFAOOOOO&#8221;&lt; &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,profane
"RT : Been trash "": The gay Chris bosh jokes are getting old now""""",profane
"RT : Me fixing my car :10,000 The fade this hoe gone catch : Pricless http://t.co/qMU2um1nC3",profane
RT : Explaining to a girl how u don't have hoes http://t.co/eY7lmc5i2W,profane
"RT : Porn ads be convincing af...""click here and 30 bitches will appear in your bed"" you DAMN RIGHT ima click that shit nigga",profane
RT : When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ,not profane
RT : Lorde 17 with a Grammy &amp; bitches 14 with a std &#128553;,profane
RT : To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor&#8230;,not profane
RT : Best friend being a hoe: yaaas hunty hoe it up slaaaayy Stranger being a hoe: you're so trashy. You're what's wrong wit&#8230;,profane
RT : &#8220;: Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;&#8221;RT&#128514;&#128553;&#128175;,profane
RT : Not scared to pepper spray a bitch *Hand gently resting on fanny pack*,profane
RT : Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;,profane
"RT : If a girl sit on your face, and your nose goes into her pussy, and she rides your nose like a bull, she's a keeper.",profane
"RT : I love asking really hot, skinny bitches when they're due.",profane
"RT : She need a man, not no pussy boy.",profane
RT : Y'all lucky DMX stopped makin music I'd still be barking at these hoes foo,profane
RT : These hoes lying and olivia will get to the bottom of it. #ScandaI http://t.co/sUZI8LOAoe,profane
"RT : &#8220;: This bitch possessed by the thot demon. https://t.co/vHsbg4bjrg"" FUCKING DEAD &#128128;&#128128;&#128128;",profane
RT : This height shit aint cute at all. Yall some dumb hoes going out in public looking like Jack and the bean stalk. &#128514; http://&#8230;,profane
RT : It ain't nuttin to cut that bitch off.,profane
"RT : lol aye watch to mouth, you like when I mention you faggot",profane
RT : scary told to come to her house to fight her and won't even open the door !! Wtf scary ass hoe,profane
RT : bitches love my laugh..lol,profane
RT : I'll throw a cheeseburger at her bitch ass!,profane
"RT : I don't splurge around no hoe no I don't shine in front of no bitch cus after she get off my dick I be like ""Find the front &#8230;",profane
RT : Good pussy &#128166;&#128049; comes with a smart ass mouth &#128068;&#128069; &amp; a crazy ass attitude &#128530;&#128175;,profane
RT : &#8220;: Karahn jus called her future baby a lil shit&#128565;&#128565;&#128565;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221; bitch tell the world why don't you &#128530;,profane
RT : &#8220;: Who said you was cute&#128035;&#8221; byeeee mad bitch! &#128530; come visit me,profane
RT : To every bug i have ever killed: i am sorry :/ &#8230;..sorry that ur bitch asses came into my house uninvited,profane
RT : when you die on flappy bird &#128514; http://t.co/Pu7uqxJFMc,not profane
RT : If you think I've been an opinionated bitch lately just be glad I've stayed quiet on 3 of the topics swirling around he&#8230;,profane
RT : karmas a bitch my nigga,profane
RT : All these hoes just want some attention.,profane
"RT : I walks in Country Kitchen Restaurant to order take out, this bitch come ask me ""Table For One?"" -____- I look that lonely???",profane
RT : Messi REFUSED to be subbed off. Are you kidding me? So they took off NEYMAR? You little hobbit diva bitch.,profane
RT : Me too! &#8220;: Defiantly going to see that new planet of the apes tonight&#8221;,not profane
RT : Bring her round these slums..... Yo hoe will get slayed....,profane
RT : RT &#8220;: &#128564;&#128564;&#128564; lmfaooo #girlfights #ghetto #ratchet ; bitch got pushed and played SLEEP. &#128553;&#128514;&#128557;&#128079;&#128557;&#128514; https://t.c&#8230;,profane
RT : dont no nigga want a broke bitch &#128544;&#128079;&#128514;&#9996;,profane
RT : Charlie Strong took the longhorn logos off his players' helmets: They have to earn it back. &#160;&#160;&#160;&#160;&#160;&#160; http://t.co/HvNUJT6Ss2 #Sport&#8230;,not profane
"RT : Hun, wrong social networking site RT&#8220;: 666 - LMS for a good morning post, and something extra (maybe)&#8221;",not profane
"RT : I can't handle no liquor, but these bitches can't handle me.",profane
RT : you the nigga in high school who got shoved into lockers and thrown into trash cans,profane
"RT : My bitch better lie to me, more than 5 bodies and I cant stomach it, ill fucking die",profane
RT : A bitch will say anything for attention !,profane
RT : Fucking with a bad bitch you gone need some money lil homie!,profane
RT : I don't understand if all these hoes say they getting money why tf they on twitter with that childish shit!! Bitch it's 20&#8230;,profane
"RT : I finally realize that these bitches just wanna see me down , wanna see me fall",profane
RT : I make bitches fly like peter pand tho,profane
RT : I need a new bitch !,profane
RT : I need a real bitch !,profane
RT : I only fw grown hoes!,profane
RT : In 5 years these hoes ain't gone be shit but a Dick head!,profane
RT : Jd told me I'm to player to be with one bitch,profane
RT : Lol got these hoes in they feelings !,profane
RT : Lol it's funny tho cuz every hoe that talk shit I .... NVm that shit ain't player,profane
RT : Lol that same bitch I was cool with was was down to sit me up in get me kill in get on twitter in talk about it.,profane
RT : Lowkey I put sum of these hoes on the map ... So call me kingtunchi bitch !,profane
RT : Same Bitch that was down with lol theses Lil hoes funny,profane
RT : Same bitches that diss me gone still be here to eat my Dick when they see that check,profane
RT : Them same hoes that was fucking my Dick turn on me lol fuckem tho!,profane
RT : These bitches play both sides but get left in the middle!,profane
RT : You bitches ain't a #100,profane
RT : Don't tell your side bitch your family business that's none of their business.,profane
RT : Skinny girls pussy be good den a mf u don't feel nothing but pussy. + 100 points on the board for skinny girls.,profane
"RT : Scholen waar directie leerkrachten pest, kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn?&#8230;",not profane
RT : How am i suppose to ride for you&#128107; ? and you got bitches ina back seat &#128109;&#128111;&#128581;,profane
"RT : That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;",not profane
RT : I can't stand a stuck up bitch. Always got a attitude for no reason. I don't know who hurt y'all but stay TF from round me &#128530;&#9996;&#65039;,profane
"RT : Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins &amp; Dakari Johnson a&#8230;",not profane
RT : Gemma you sure are a dirty bitch! Jax your dad tried to warn you! #SonsOfAnarchy,profane
RT : Ps4=a big booty hoe with tig ol bitties Xbox one=pancake booty hoe with pancake tits,profane
RT : &#8220;: There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a problem.&#8230;,profane
RT : Single ladies Vs Cuffed hoes &#128131;&#128141;,profane
RT : A side bitch made this &#128514;&#128514;&#128514; http://t.co/w1JeT7EybJ,profane
RT : Dropping all these hoes.,profane
"RT : Lol foreal yo RT"": Lmao, I fucks with &amp; real talk, them bitches know h ...",profane
RT : Lovee this bitch istg !!! http://t.co/WkczWwG6,profane
RT : A fufu bitch can't do nun for me but break my heart or set me up ..,profane
"RT : "": How you fucc for cash but u not a hoe ???? And how I'm going to respect u if your poccets broke ??????""nip&#8230;",profane
"RT : &#8220;: KING was fire RT : King, TI vs tip and that troubleman albums all trash.&#8221; Most def",profane
RT : when you let go of all your hoes for one girl but she end up bein a hoe too http://t.co/kn1yKRw4J4,profane
RT : Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,not profane
"RT : where my 2 favorite jiggers at? , ? &#128514;&#128514;&#128514; https://t.co/unNm233mFQ",not profane
RT : No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime #&#8230;,not profane
"RT : LMFAO OH NAH SHE KEEP IT THREE HUNNA"": twitpic a selfie if u a ho http://t.co/j4RuNFZrtX""",not profane
RT : Could never date someone with yellow teeth&#128567;,not profane
RT : about to go out with all these hot bitches! #happybirthdaytome http&#8230;,profane
"RT : Him: your nudes are safe with me. Her: *sends nudes* Him: *calls homie* aye, why this hoe send me this trash ass nude, yu &#8230;",profane
RT : Working out with the hoes,profane
RT : Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via http://t.co/Eh6I7dOjUz via &#8230;,not profane
"RT : Charlie Crist doesn't have any more political parties to join, but he could become a spokesman for a fan company.",not profane
"RT : Now go take out the trash &#8220;: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;",not profane
"RT : Niggas wearing TOMS &amp; UGGS , &amp; bitches wearing JAYS &amp; TIMBS. Lol, this aint what Usher meant when he said ""Trading Pla&#8230;",profane
"RT : A MILF is a sexy ass mom over 35. If you're 20, you're just a bitch with a baby",profane
"RT : I hate ghetto loud rude ugly bitches, Bitch you already ugly ... why the f*ck you gotta to be loud too?",profane
RT : me as a good friend: *supports and encourages ur hoe activities*,profane
RT : These bitches act local n think global,profane
"RT : &#8220;: Kayci and I greet each other by saying ""hey cunt"" like it makes me lol&#8221; -The only person okay with me cal&#8230;",profane
"RT : hey cunt, I miss you too &#128532;",profane
"RT : hey cunt, I miss you. &#128557;&#128557;",profane
"RT : I don't play about the monkey, you have to earn this shit&#128564;",profane
RT : U can kill carl but not my nigga glenn whos gonna take care of my hoe maggie,profane
RT : NASHVILLE* RT : *Atlanta RT : Houston has so many trash drivers,profane
RT : I respect those niggas who respect their girls &amp; dont pay them hoes no attention . Salute to you !,profane
RT : you mean like the Yankees did this year when they prioritized a farewell tour over a playoff run?,not profane
"RT : "": Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;"" some niggas got fuckd up by the bouncers when i w&#8230;",profane
"RT : Being loud, ghetto &amp; energetic aren&#8217;t offensive things to me. I own who I am &amp; where I come from, nothing to be ashamed of &#8230;",profane
RT : This bitch ugly in person,profane
RT : lmao it will have a slope of -2x+1,not profane
"RT : The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;",not profane
RT : Ima bitch him out lol,profane
RT : You can't be ugly AND a shitty fucking person. Pick a struggle bitch.,profane
"RT : 1,2,3,4 how many niggers are in my store I knowwwww your stealing &#128514;&#128514;&#128514;, that vine still be having me weak",profane
"RT : You always say we dont love these hoes, yet yo girl a hoe... http://t.co/EuoOl79WDQ",profane
RT : &#8220;: This bitch is too real LOOOOOOL http://t.co/JTSNtWPLwR&#8221; yaga !!!!&#8221;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,profane
RT : IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,not profane
"RT : All Bow Wow hoes on the stage, lol",profane
"RT : bitches love ""body party"" &#128571;&#128166;&#128069;&#128068;&#128525;&#128149; but when it's time to take da dick, the party canceled &#128581;&#127814; FALSE ADVERTISING ASS BITCHES",profane
RT : Lmao y'all single hoes stay pregnant &#128514;&#128514;&#128514;&#128514;,profane
RT : &#8220;: &#8220;: okay now I'm going to Krispy Kreme for real&#8221;fat bitch&#8221; this nigga trying &#8230;,profane
RT : &#8220;: finished the essay and the quiz bitch&#8221;good job bud proud of you,profane
RT : tbh I didn't even mean to mock him but #itstoofuckingeasy,profane
RT : Stop being a little bitch and #fuckherrightinthepussy,profane
RT : My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...,not profane
RT : The first day of school Lost student: say bro you know whe... Me: cho bitch ass up. http://t.co/oE0vJuOPwD,profane
RT : bitches love us lol,profane
RT : Idk why your favoriting shit hoe. Bye &#128536;&#128075;,profane
RT Have you bitches done your Kegals today?,profane
RT So yams are ass or pussy?,profane
RT : Where my bitches from the itty bitty titty committe!!!????,profane
"RT : Lol robbing ain't the word "": Damn you was robbing them bitches """,profane
RT : Some bitches be forgetting,profane
RT : Beautiful smiles and colored eyes&#128525;,not profane
RT : babes we buy brazilian and Peruvian not Bengali,not profane
RT : Niggas can do slope intercept form equations but cant make scrambled fuckin eggs thats a lil backwards,profane
RT : Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful ... Ny sports- Pitiful,not profane
RT : Lewis so trash lmao,not profane
RT : lol thats grwn man shit...nd bitches b loven it &#128514;&#128527;,profane
RT : Nigga wanna bitch about a party y'all know my address knock at my door,profane
RT : if u dont want your heart broken then dont check for a nigga who entertains hoes,profane
RT : I'm about my commas bitch period,profane
RT : These bitches so fucking stupid smh http://t.co/ClvrfbOQBL,profane
"RT : Ariana Grande built like a 13 year old Chinese boy, bitch shaped like an iPhone 3GS but niggas go crazy over her.. She no&#8230;",profane
"RT : Bitches love posting them ""Goals"" pics showing a Range Rover, Mansion, and money everywhere, bitch you unemployed",profane
"RT : Bitches see a picture of a couple walking on the stairs together and caption it ""Goals &#128525;&#128588;"", bitch all they doing is going&#8230;",profane
"RT : I had such a classic style of tweeting, trolls, dyke tweets, lists, etc, its crazy how many niggas tweet JUST LIKE ME now&#8230;",profane
"RT : I remember I was having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chips, ain't tal&#8230;",profane
"RT : If this nigga Kanye took Kim K to Wendy's, this means y'all regular hoes don't deserve them $200 dates http://t.co/QZ3hgE&#8230;",profane
"RT : Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;",profane
"RT : My girl told me she was on her period, I immediately power bombed her hoe ass",profane
RT : That's logic for a hoe RT : If you single nobody can tell you what to do right? Right?,profane
RT : You unhappy Scrappy? I got Pataki at me. Bitches say I'm tacky daddy. Range look like Laffy Taffy.,profane
RT : Instagram always be acting like a bitch bruh,profane
RT : Will your bitches do this for you ? http://t.co/gmjkOLmcyQ,profane
RT : Loyalty is not dead. Gtfo. Don't marginalize me bitch.,profane
"RT : Yeah we can't wrestle, might have to rock bottom you foreal "": I'm a big bitch and proud lol let me live""",profane
"RT : Hit the bitch nd forget the bitch, but i left my kids on her fuckin face",profane
RT : damn cuh. alu mohe my nigga just make sure you alu polosi ho nifo &#128561;,profane
RT : ouuua ita siana. alu polosi ho nifo NAMU TA'E.,not profane
RT : Ugly hoes love to fight lmao . They ain't got none to lose &#128553;&#128514;,profane
RT : &#8220;: Give us our credit bitch.. We went out there &amp; took that W. http://t.co/jz4lYhSrHC&#8221; took tha&#8230;,profane
RT : don't forget we gotta take out trash and need milk...and spermicidal lube,not profane
RT : Scorpio aka hoe season right around the corner.,profane
"RT : ""That bitch had to pull my hair to win"" RT Lol so what do you tweet if you lose?",profane
RT : Be right when u wanna fuck a bad hoe too or a hoe u didnt really wanna fuck,profane
"RT : If I eat the pussy and it taste like mold, I stop. So u cant tell ppl I ate u if I aint finish.",profane
RT : If he tell u that u got some good pussy but he never try to hit again.. what that mean?,profane
RT : Jody was really a pussy tho. He let some lil niggas jump him and take his bike. Old head sonned him in front of his mama&#8230;,profane
"RT : Lol RT Nigga like ""damn why would this bitch do this ? "" I helped your family move and the dryer almost fell&#8230;",profane
RT : Long distance sex will definitely have u thinking u like a bitch a lil too much.,profane
RT : Nowadays if u have a threesome with these new generation bitches.. that one hoe gonna go tell everybody she fucked both &#8230;,profane
RT : Female IG Models in person be so trash &#128546;,not profane
RT : Nigga fuck you u a bitch ass nigga..... Dat ain't sneak diss'n u bitch made shit starter RT : a sneak dis&#8230;,profane
RT : All the hoes know each other &#128514;&#128553;,profane
RT : I forgive all u hoes/girls,profane
"RT : The top comeback for when you call a nigga ugly. 1. ""I still pull more hoes than you.""",profane
"RT : RIP Robin Williams, I'm gonna fuck the baddest bitch tonight for you bruh",profane
RT : Hell nah bitch http://t.co/owR6BjoZz4,profane
"RT : Thats when you say ""this bitch aint got no job"" #mlrt",profane
"RT : These bitches aint shit &amp; pussy is my greatest vice I love smokin weed, i hate advice",profane
RT : Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;,not profane
"RT : "": Rihanna is a talented hoe"" http://t.co/uL4ePHA2qy",profane
RT : &#8220;: Dez is caked up with some bitch or something cause hes not playing like Dez Bryant&#8221;&#128514;&#128514;&#128514;&#128557;&#128557; God dammit Patr&#8230;,profane
"RT : One nigga from the past told me one thing I'd never forget ""one mans trash is another mans treasure""",profane
"RT : &#8220;: &#128514;&#128514;&#128514; nicca said ""imma slap ya daddy out den put em n da Yo"" &#128128; he still that nigga when he aint s&#8230;",profane
"RT : Eat mangos, get bitches. To be honest, I don't do either of these.&#128514;",profane
RT : Y'all hoes and y'all plastic ass bodies maaaaan smh,profane
RT : Shout out to my mama cause she ain't raise no hoe,profane
"RT : lmfaooo, like is this bitch alanah serious ?",profane
RT : Exactly. .same shit I said&gt;&gt;&gt; : So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;,profane
"RT : I'd rather argue &amp; make up &#128536; then fight &#128074;&#128165;&#128162; &amp; break up , &#127939;&#128131;&#9996;&#65039;cause &#128166; thirsty bitches &#128111; love to see happy &#128522;&#127969; homes FUC&#8230;",profane
RT : Tacos over hoes.,profane
RT : im shitty but i promise u im better than that bitch,profane
"RT : &#8220;: "": Good pussy have a Nigga like http://t.co/Uy6r3zXXNM"" funniest thing I've ever seen on &#8230;",profane
RT : .I'm a &#128170; lil bitch,profane
RT : Mets superstar pitcher is at the Yankees game wearing a Knicks hat #KnicksTape http://t.co/g5fqGTE2s0,not profane
RT : Lmao damn this bitch so trash RT : Lmao http://t.co/pfSnLm07IL,profane
RT : Niggas be trippin about they shoes in clubs tf u wear them hoes for nigga all my shoes club shoes !,profane
RT : U want a nigga to just spend all his hard earned money on u? hoe go strip that solves that problem lol,profane
RT : I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,profane
RT : I gave up calling my wife a nigger during sex for lent.,profane
RT : Fighting over a hoe is one of the lamest things you can do,profane
RT : On Nigger Day we honor nigger traditions by not working.,profane
RT : &#8220;So wake the bitch up!l&#8221; - Jack Bauer #24LAD,profane
RT : &#8220;: Searching for these hoes I got &#128533; http://t.co/DsdfEjI65U&#8221; you ain't the only one Bruh http://t.co/c7R3WRcPK0,profane
RT : B/c her ass fat? Maybe her pussy wack &amp; it drove her man to crack. RT Khloe Kardashian is winning at life http&#8230;,profane
"RT : Grow up, bitch.",profane
RT : Hot 97 trash.,not profane
RT : Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.,not profane
RT : I swear bitches fall over niggas who don't believe in combing their hair,profane
RT : Told you RT : Artprize is more than trash,not profane
RT : Ya beats trash nigga RT : #SosaOnTheBeat fuck who don't like!,profane
RT : Five things I'll never give a bitch&#9757;&#65039; 1:My Heart 2:My Weed 3:My Money 4:My Twitter 5:My Netflix password &#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;,profane
RT : S/O to them side hos that know they the side hos we need more of ya!,profane
RT : Ross pulling hoes http://t.co/YefRlbvDvb,profane
RT : When yall got the same baby mama and realize that bitch is the real enemy http://t.co/vdis3ghG6t,profane
RT : All I want for my birffday is a big booty hoe!! She gotta big booty so I call her big booty!! #LyricsYouLikeToScream,profane
RT : Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone,not profane
RT : Superman. Man of steel - emotions of bitch. #truestory,profane
"RT : We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches",profane
RT : If ya friends always trynna get you to break-up wit ya nigga or do THOT shit wit them...Them bitches really ain't ya friends!,profane
"RT : For years two fan bases (UNC and Indiana) have said they do things ""the right way"" while UK and others are rogues. My ho&#8230;",not profane
RT : bitch think she know everything ha.,profane
"RT : You can't please everyone. And you shouldn't. Nothing good comes from having people who say ""faggot"" as an insult on your&#8230;",profane
"RT : You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",not profane
RT : retweets the most random shit just cause a bad bitch tweeted it &#128514;,profane
RT : If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;,not profane
RT : Amber rose is everything at the vmas. Killen every bitch.,profane
RT : And I'm that bitch who doesn't forget.,profane
RT : I'm your bitch down for whatever,profane
RT : So it's rude to talk about fat bitches but it's cool to talk about skinny bitches?! Cus I know alot of thick hoes on the ver&#8230;,profane
